epoch,train_loss,vertices_seen,data_gen_time,train_epoch_time
1,22.961750868595008,999986,0.33235859870910645,2.3904242515563965
2,13.587960108362063,999986,0.16207671165466309,2.0877559185028076
3,13.075121638750788,999986,0.16129755973815918,2.079195976257324
4,12.83955969954982,999986,0.16355085372924805,2.080256938934326
5,12.76056641280049,999986,0.16273260116577148,2.0811500549316406
6,12.605487563393332,999986,0.16277670860290527,2.0827980041503906
7,12.552149685946377,999986,0.1612098217010498,2.0841774940490723
8,12.500425560305818,999986,0.16028761863708496,2.0854544639587402
9,12.416677166717221,999986,0.16173243522644043,2.085240364074707
10,12.378541012002964,999986,0.16316890716552734,2.086256265640259
11,12.293026712205675,999986,0.1628580093383789,2.0876481533050537
12,12.2674938163372,999986,0.1618788242340088,2.089444875717163
13,12.165752786578555,999986,0.1609330177307129,2.088496685028076
14,12.092987821559714,999986,0.15993189811706543,2.0911543369293213
15,12.086494648095334,999986,0.16180729866027832,2.0906195640563965
16,12.019528109617907,999986,0.16172242164611816,2.0904595851898193
17,11.933052939598007,999986,0.1628246307373047,2.0932393074035645
18,11.89304054144657,999986,0.16117238998413086,2.093102216720581
19,11.838889709626786,999986,0.16175174713134766,2.093099594116211
20,11.802741021820992,999986,0.16402935981750488,2.0935328006744385
21,11.763170646898674,999986,0.16186833381652832,2.0950124263763428
22,11.685062263951156,999986,0.15984630584716797,2.0958619117736816
23,11.620087247906309,999986,0.1612563133239746,2.0966196060180664
24,11.5878142154578,999986,0.16129684448242188,2.097644090652466
25,11.512084228823884,999986,0.16091251373291016,2.0975985527038574
26,11.459910652854226,999986,0.16049718856811523,2.097829580307007
27,11.426999438892711,999986,0.15943312644958496,2.1000967025756836
28,11.393862955497973,999986,0.1606454849243164,2.1012074947357178
29,11.308812382245305,999986,0.16302251815795898,2.1007087230682373
30,11.304515414767796,999986,0.16314029693603516,2.102264404296875
31,11.282464884748363,999986,0.16292881965637207,2.1030471324920654
32,11.221075424040206,999986,0.16038727760314941,2.1021854877471924
33,11.171050081349383,999986,0.16296815872192383,2.1025443077087402
34,11.175151314398255,999986,0.1606295108795166,2.1043057441711426
35,11.109634129687993,999986,0.15985822677612305,2.1045114994049072
36,11.07351887828172,999986,0.1593778133392334,2.106333017349243
37,11.013618527036725,999986,0.1601729393005371,2.1044046878814697
38,10.972165271489308,999986,0.15865731239318848,2.106391668319702
39,10.970741493533357,999986,0.1591336727142334,2.105250358581543
40,10.970027018075038,999986,0.15909576416015625,2.10795521736145
41,10.875132647427646,999986,0.16053414344787598,2.1071932315826416
42,10.890348472980538,999986,0.1623690128326416,2.108677864074707
43,10.852726541384301,999986,0.16460657119750977,2.1096267700195312
44,10.827184995015463,999986,0.1596689224243164,2.108613967895508
45,10.826364931434092,999986,0.1646406650543213,2.1098313331604004
46,10.784348439688634,999986,0.16088294982910156,2.110931873321533
47,10.744576887650924,999986,0.15874791145324707,2.112002372741699
48,10.742852451825383,999986,0.16059088706970215,2.1112313270568848
49,10.714234284680298,999986,0.16183972358703613,2.1106865406036377
50,10.698813679242376,999986,0.1612551212310791,2.1111111640930176
51,10.720693135502362,999986,0.16234469413757324,2.1121931076049805
52,10.700350058199179,999986,0.15566706657409668,2.1126716136932373
53,10.643573510526407,999986,0.16053032875061035,2.1125993728637695
54,10.649694134490659,999986,0.16435694694519043,2.1126506328582764
55,10.60991987555918,999986,0.1612107753753662,2.114899158477783
56,10.593582586808639,999986,0.16115331649780273,2.1142115592956543
57,10.630086166690095,999986,0.16317462921142578,2.1148338317871094
58,10.572687129781704,999986,0.1636648178100586,2.1163952350616455
59,10.581032473631579,999986,0.16562366485595703,2.1157398223876953
60,10.560201230675283,999986,0.16562485694885254,2.1164066791534424
61,10.557974863534023,999986,0.16394448280334473,2.1160671710968018
62,10.527674029571841,999986,0.14920711517333984,2.116885185241699
63,10.524575416487878,999986,0.16054296493530273,2.1168465614318848
64,10.537377029958398,999986,0.15430712699890137,2.1173317432403564
65,10.502811036928735,999986,0.14838767051696777,2.1176857948303223
66,10.459044880337185,999986,0.14904236793518066,2.1178903579711914
67,10.47437673626524,999986,0.14824271202087402,2.1173887252807617
68,10.465280099348588,999986,0.14888262748718262,2.1200668811798096
69,10.46229981894445,999986,0.14826250076293945,2.117523431777954
70,10.434585436426028,999986,0.1475081443786621,2.119612216949463
71,10.473904099127259,999986,0.1506056785583496,2.118227005004883
72,10.430329602174085,999986,0.16660237312316895,2.1184070110321045
73,10.432235679241142,999986,0.15744972229003906,2.1184937953948975
74,10.408106245175757,999986,0.1528787612915039,2.1190013885498047
75,10.382977447124443,999986,0.15754199028015137,2.1185739040374756
76,10.398632964702568,999986,0.14938807487487793,2.1191775798797607
77,10.386816795426185,999986,0.14880657196044922,2.119260311126709
78,10.371894325872864,999986,0.1489710807800293,2.1195669174194336
79,10.365020906082307,999986,0.1486666202545166,2.1183993816375732
80,10.352111257687964,999986,0.1490156650543213,2.1191675662994385
81,10.325849109225803,999986,0.15498948097229004,2.1215717792510986
82,10.36483716483068,999986,0.14850449562072754,2.120239496231079
83,10.357599768975769,999986,0.14906072616577148,2.1201846599578857
84,10.332755618625217,999986,0.14869379997253418,2.120662212371826
85,10.34805113859851,999986,0.16105961799621582,2.1200459003448486
86,10.335215510744037,999986,0.1474018096923828,2.121467351913452
87,10.314530574914182,999986,0.14935517311096191,2.122227668762207
88,10.331107072155884,999986,0.15174651145935059,2.1206421852111816
